,stars,comments
29,5,"I love this phone, I am still learning the ins and outs like why I can’t view my messages with facial recognition but the iPhone X I bought from T-Mobile does it so not sure if I did something wrong upon set up"
30,5,Changed my iPhone 7 Plus for this one. It took couple of day to get used to new options
31,5,Great upgrade from 6 plus I don’t miss the size and you get used to the different way of maneuvering around the phone. Don’t miss the home button. For the price it should come with air pods.
32,5,"X gets Win! Great camera , love size and holds charge nicely"
33,5,This is by far the best phone I’ve ever had !! Camera is top notch from apple and in both directions or the X !! Don’t even miss home button ! Don’t be scared it’s the perfect size phone !
34,5,My son got the phone for Christmas absolutely loves everything about it. Great camera very sleek and a beauty
35,5,I really like what Apple has brought to the phone game.
36,5,"I had an iPhone 7 Plus, and upgraded to the iPhone X. It was a little hard at first to get used to a little smaller size and the face recognition. But it’s been a few weeks now, and I’m not sure how I could love with out it. Could be slightly larger but great phone."
37,5,Different from what I used too but overall a great phone. Bit of a learning curve tho but super worth it. Apple did great on this one.
38,4,"For this being a $1000 phone, the iPhone X is honestly nothing too special. All iPhones with the same software will feel the same. It is just the design that lures people in."
39,5,I love this phone. Don’t miss the home button one bit.
40,5,Best iPhone yet battery superb fast operating system very fluid feel .
41,5,But I really love it. I used to have a 6s plus because I like a bigger screen. This screen is just as big but the phone is not! Perfect
42,5,Had this phone about a month. No problems at all. I really like the screen and the functions. I would definitely recommend.
43,5,Fantastic. Couldn’t imagine iPhone without home button. But once I used got used to it
44,5,"Best iPhone ever!!! Not big, nice and sleek and yet has a full screen. Awesome"
45,5,I loved how the emojis can transforme into your own voice
46,4,Love the face recognition. The camera seems much better too.
47,5,Ok - the phone took some getting used to. Now that I have - I’d never go back! Awesome progress and this is where I’d expect us to be. Facial recognition... really?!?! Take my money.
48,5,My husband and I both got the iPhone X. We love it and would recommend it to anyone.
49,5,Both my husband and I got the iPhone X. We absolutely love them and would recommend them to anyone.
50,5,The best smart phone on the market there is. Love how all my data was transfered in a hearbeat! Just love it!!
51,5,Slightly heavier than my iPhone 6 but the facial recognition is great! Larger screen is great for watching videos
52,5,"Very fast phone, awesome canera. Great, light, flash is good"
53,5,"My wife loves the way our phones “work” again. Not a big fan of the way Apple nudged is into this purchase by slowing down our old phones, but this phone really is impressive!"
54,5,I am very impressed by the functionality and usefulness of the facial recognition technology as well as overall flow of this phone’s operational usefulness!
55,5,Fast service and the guy who helped me knew exactly how to explain all my questions
56,5,"I finally got this phone, and I love new experience."
57,5,It is amazing. Love it. Best and easiest phone ever.
58,5,Decided to upgrade from the 6s and I do not regret it. Don’t be afraid of the lack of the home button super easy to get used to.
59,5,I bought the iPhone X for my wife and she loves it. The screen is beautiful. The camera is stunning and the facial scanner is next level!
60,4,This was wonderful! I love the camera! I would recommend this product for anyone.
61,5,It took me a little bit to get used to the the changes. But when I got it down - OH MAN!! Love it ❤
62,5,"What a Fun, slim and has awesome camera with cute emoticons that talk... HaHa"
63,5,I don’t buy a phone very often but I have really enjoyed this phone. I really like the size without going to the Iphone Pluses.
64,5,Everything worked out on the new iPhone. It has a very good camera and great full size screen.
65,5,What a phone. Got it for my mother and she loves it.
66,5,"All my gadgets are from Apple. I have yet found anything wrong with their products. I find them a bit pricey but in the end, never regretting the purchase. Totally love the new iphone X and it’s features."
67,5,"I love the iPhone X, and the camera is amazing! The screen makes for a great experience, and it doesn’t feel too big."
68,5,"I upgraded from to the iPhone X, and it’s a fantastic phone! It has a huge screen, and it’s super easy to use!"
69,5,I love all the features of this phone. I would definitely recommend it
70,5,Like that the iPhone X is basically the same size the the standard iPhone but has the screen size of the iPhone plus. Only issue I’ve seen so far is that the Face ID is a little slow compared to the latest Touch ID.
71,4,"Design is great, the different controls are not difficult to learn, face ID is actually pretty rapid and will read you even in the dark.Mail app is a little wonky but probably software problem rather than phone"
72,4,The phone is faster and the battery life is great all else pretty much the same
73,5,This thing is awesome! Took a little while to adjust from my 7+ but still caught on easily!
74,5,"Good phone , camera, speed, Face ID , secured and Best Buyhas given a good deal."
75,5,Another great addition to our Apple family! We absolutely love all things Apple
76,5,This is a great phone. Compared to all the other phones the battery lasts so much longer which is a huge feature for me.
77,5,Couldn’t be happier with my purchase. Would buy again no doubt!
78,5,I absolutely love my iPhoneX and working with Best Buy was so great!
79,5,This is the best iPhone Apple has released yet!! It has so many new features that make using it an absolute pleasure.
80,4,Great service to order online and same day pick up item at local Best Buy especially the day before Christmas! Super awesome!
81,5,I am so glad I decided to upgrade to the iPhone X. I haven’t had any issues
82,5,This phone is very appealing to the eyes and an extremely smart phone. The facial recognition technology is pretty accurate and the picture taking features are incredible. Very happy with my purchase.
83,5,"As an iPhone user for many years I can say this version is good as most of the upgrades are, the only thing is that most apps still don’t have support for the faceid and loops themselves sometimes & if your life is attached to having a home button you’re going to crazy the 1st weeks trying to get used to it, so overall is good..: expensive but good"
84,5,"Great phone, features don’t disappoint. Wasn’t hard to transition from iPhone 7 Plus surprisingly. Portrait mode in camera is amazing!"
85,5,Great phone works well fast and love the features!!
86,5,"Love this phone it works great, it’s an iPhone :)!!"
87,3,Nothing really changed... not that impressed with the iPhoneX. The only pro about this phone is the camera.
88,5,I’ve had every single iPhone out there and this is the best one. Having no home buttons saves you a lot of issues. Well made product apple!
89,5,Great upgrade great product would recommend to all
90,3,The camera is great! The facial recognition software needs improvement. It doesn’t always work. The glass is not as durable as they claim. Put a case on it for sure.
91,5,"I've really enjoyed this phone since day one. It took about a day for the learning curve without a home button, but now it is second nature. I replaced a Galaxy S8+ that was buggy and crashed all the time. This phone takes great pics, has excellent battery life, and has worked flawlessly without crashing once. Great investment!"
92,5,Best iPhone yet. Love the facial recognition and long lasting battery
93,4,Face ID seems kind of a gimmick but the phone and the new screen is superb!
94,5,Replaced my iPhone 6 with the x and I love it!! Highly recommend!!
95,5,"Fast, smooth screen changes, ease of using keys. Recommend highly."
96,5,Loving my phone so far. I only upgraded because I needed more storage and a longer battery life and I’ve gotten than with my new iPhone X. The lack of a home button takes some getting used to be the battery is great!
97,5,This is the best iPhone I have had so far. The camera is great.
98,3,Th one thing that i dislike the most about this phone is the button that’s missing. How do you just simple go away from the one thing you’ve been doing since day 1. And the facial recognition camera goes out too much.
99,5,Best phone yet love it great pics too!!!!!!!!!!!!!!!
100,5,I got tried of android so i switched to an iphone and so far like it
101,5,"Coming from a Galaxy Device, I was questioning switching back to Apple. I think that the phone was amazing, and it is! The new IPS display has breathtaking colors, and the OS is just as easy to use as ever! Recommended!"
102,5,Love the new features and faster processing. Face recognition makes unlocking so much easier
103,5,I usually wait at least 2 years before upgrading my iPhone but this was the tenth anniversary and this didn't disappoint. Love the facial recognition and the camera is better than ever!
104,5,"I love my new iPhone! Don’t get me wrong, there are plenty of things they need to upgrade and I don’t think it is worth the money, but overall, I’m happy."
105,5,"Best iPhone yet. It took a while to get used to not having a home button, but now I don’t even give it a second thought."
106,5,Bought it as a Christmas present. They apsolutely love their new phone
107,5,"Works as expected. Sync with my IPAD and MAC. With so many features, not all used yet, it will be a long time before I am comfortable with all of them. So far no issues with anything I have used"
108,4,"The screen is awesome and I’d call it perfect size. Don’t miss my 6s plus, but I miss my home button. Face ID is way better, but really just hate the app switcher. Phone is great, iOS needs some updates, hate app switcher"
109,4,"I have had at least six iPhones over the years. I upgraded to this phone from the iPhone 7 Plus. I like that the phone is smaller but the display is taller. However, the display is slightly narrower than the display on the 7 Plus. I miss the home button, but I adapted to that change quickly. Face recognition is convenient. I waited a couple of months before buying this phone so the kinks could be worked out. There have been no major glitches, but the phone does not process as quickly as it should. Overall, this is a good phone and lives up to iPhone expectations, but there is still room for improvement."
110,5,Excellent phone. My kids love it. Better phone than I have.
111,5,I have only great things to say about the iphone X. Super product all the way around
112,5,"I bought this phone for my son and he loves it, lots of new features, but he is most impressed with the face recognition and the speed."
113,5,Bought this phone for my wife for Xmas.... and she loves it a lot
114,5,This is so far the best phone in the market... very beautiful iPhone .
115,5,"Waited to get it and it was so worth it. The store in Henrietta,NY is the best"
116,5,This is by far my favorite phone I’ve had to date. Huge screen on a phone that still fits in my pocket.
117,5,I love the way they set up the face recognition I would recommend
118,5,Best iPhone so far...........well worth the money.
119,5,Love love this new Apple X iphone its perfect in every way
120,5,I appreciate the new phone and all it’s neew design Face ID is a game changer with Apple
121,3,"Don't get me wrong I am happy with my iphone. It's a beautiful phone but then it needs a case as it is all glass so you never really get to appreciate it's aesthetic beauty much. My absolute favorite thing about it is that the screen is the size of a 7 plus with a body the size of a 7. So I don't need to carry around an enormous phone for the screen size. The battery life is great and the camera takes beautiful photos compared to my 7! I also very much enjoy the facial recognition. My cons, not having a button makes things more difficult, I am constantly taking accidental screenshots while trying to ""wake up"" my phone, also closing apps is so much work now compared to before. The facial recognition only allows it to be set up with one user which to me is a drag as me and my fiance share our phones all the time, and even though we can type in the password, it's just another step backwards. Besides the things I've mentioned I don't see any other major differences between having a 7 and an X. I ended up upgrading after my 7 crashed (which I question now after the whole apple scandal), but if you still have a working 7 or 7 plus. Keep it."
122,5,Happiest girl in the world when my daughter got this iPhone. Does take a little adjustment time due to the change in home button and the visual lock - but very happy with the new features/function.
123,5,This is our second upgrade to the iPhone X. Nice phone - especially the screen size.
124,5,As good as advertised. My favorite iphone to date.
125,5,I have no idea yet how good is until it will pass any test.
126,5,If you are on the fence about upgrading to the iPhone X jump off! It really is the best iPhone They have ever released
127,5,I really like this phone especially the camera… I really can’t believe how clear the pictures are
128,5,"I went from the 7plus to the X and at first I thought I would hate the smaller phone, but it’s just the right size!!! I love all the new features and still figuring out all it can do!!!"
129,5,Wonderful camera and excellent size. Truly water proof he uses his music in shower!
130,5,"I had a 6. This is quite an upgrade. It took some getting used to not having a home button, but now I love it."
131,5,"This was my Christmas gift to me. Big clear screen. Great camera, amazing Apple quality."
132,5,"Fast, smooth as silk internet browsing. Best iPhone yet."
133,5,I absolutely 110% love this phone! The camera is awesome!
134,4,I got my model x with 256 gb phone 3 weeks ago and I liked this phone so far in terms of performance and easiness. As normal apple did a good job with this new model. I usually don’t write the reviews but this is the first time I am writing a review after 10 years. This is my Frank assessment on iPhone model x.you will not be disappointed with this buy.
135,5,excellent wireless telephone great quality picture
136,5,Once again Apple hits it out of the park with an iPhone!
137,5,"After having various iPhone models since 2007, I was pleasantly surprised by the iPhone X. I really like that this phone does not have a home button and that it has face recognition that works well. The phone is very fast also. Overall, I really think Apple did a great job on this phone and I have no regrets over what I originally considered to be a big expense for a phone."
138,5,I live my IPhone X! I’m so glad I did this purchase! It’s sleek and smart!
139,5,"This iPhone was a gift for my daughter, who is a Freshmen in High School....& she has not put it down since Christmas.....It's a great phone & great for HULU also!!!"
140,5,"It's the latest,and greatest from Apple. My wife loves it."
141,5,"Great camera, easy to use and I would recommend this to anyone who looking for a upgrade"
142,5,I love the IPhone X. Camera is incredible and a full screen with very small border is great. No more home button that’s replaced with a quick swipe & easy to get used to.
143,5,nice phone and very fast apps. the screen is way bigger than the 7 or 8 and super fast
144,5,Bought this phone for my wife or Christmas and she loves it. Super fast and screen is amazing. Face ID feature works flawlessly too.
145,5,Upgraded my IPhone from 5S to X. Could not be happier. The 10 is great!
146,4,"I have owned almost every generation of iPhone and this has the best battery and screen resolution by far. However, I miss the thumbprint security features compared to the Face ID. Face ID will not work unless you’re looking at the screen and this is a hassle if you want to glance at your screen without actually looking directly at it. It also will not work if my eyes are closed or my face is partially covered."
147,3,Not really sure why it cost so much more than the seven or eight camera quality seems to be the same as seven and eight a bit pricey
148,5,I loved my 6plus but the X is even better. Processing is quicker.
149,4,"I wouldn't say this phone is a game changer but it's okay. It has issues with face recognition and the pulling apps from the bottom up is a bit of a pain when it doesn't work. The clarity is nice and the camera is great but overall I would just say it's the latest apple phone and give it an ""Ok"""
150,5,This phone was easy to use and the camera is unmatched.
151,5,Size is just about perfect. Love the screen and Face ID
152,5,iPhone X is great. Very happy with it. I don't notice the notch as much as other reviews say because the screen is huge. I rarely use it in landscape mode as well. Happy camper.
153,5,Thanks honey I have to do a good job and working on my house today
154,5,"Face ID works great and you won’t miss the home button after a few new gestures become second nature. Apple finally made the phone a blonde one thicker to put a battery (actually 2 batteries) in that lasts all day! The X gives you the screen size of a Plus in a form factor that fits easily in your pocket. If you are going to spend the money on a flagship phone, this should be the one you buy."
155,5,"Great phone! Everything that advertisements had promised. Fast with a beautiful display, and a really high quality camera."
156,5,Bought it as a Christmas gift and the person loved it.
157,4,"I like the total size of this, always felt my plus was just too big so the X is great since it’s smaller but the screen is Larger than the plus. Having no home button took getting used to and sometimes it’s annoying the the face lock doesn’t work if your laying down. If the latest tech isn’t a big priority for you I would get this. The price of it is NOT justified by the new features, although the battery life of it is great, like really great. Lasts me till bed time and I take it off the charger around 6am every day"
158,5,Upgrade my iPhone 6 to the iPhoneX and its such a big difference!! Great pictures and very fast running.
159,5,"The iphone x is awesome. I really like the face recognition. In my opinion, it is better than the finger print and quicker, especially if you are holding other things."
160,5,"Yes, the price is high... but the phone performs beautifully and the screen is amazing!"
161,5,I thought I would struggle without the home button but I got use to it within 2 minutes. Love this phone.
162,5,"It’s difficult to put in words,The Intuitive Comfortability and Amazing Hands On Experience of the iPhone X - An Absolute Marvel....!"
163,5,Apple finally gave us something different and this phone is a beast.
164,5,I’ve had about every iPhone since the 3GS days and this is def the best one yet! It was def time for a refresh in design and this is the best device for one handed use with a 5.8 inch screen I’ve seen yet!
165,5,"Never had a Apple device, won’t ever go back to galaxy"
166,5,Camera is amazing but charging is slooooooooooooow.
167,5,My wife and I both upgraded our phones to the iPhone X. I switched back to iPhone from a Samsung Galaxy S7 Edge and am very happy. The screen is bigger than on my S7 edge but the phone is smaller. The lack of a home button is easy to get used to and the facial ID for security is great!
168,5,"This phone lives up to all I expected and more. I am still exploring what all it does, but at this point I am very pleased. It is quick, the screens are crisp & clear, the sounds very nice. A great jump up from my iPhone5."
169,4,"Very nice, new design, bigger screen and face recognition technology."
170,5,Upgraded from the 7 to the X and this is so a cool phone. Features are amazing.
171,5,So far so good. No problems as of yet. Everything works as it should
172,5,Upgraded to the X from a six. Have to get used to the new features and not having a home button. But works well. Camera is an upgrade.
173,4,Awesome screen.awesome camera.the best iPhone yet.
174,5,iPhoneX 256 gb is by far my favorite iPhone to date. It was easy to adjust to the new gestures right away and had no problem at all with transitioning away from the classic home button as many fear. I highly recommend iPhoneX 256 to anyone.
175,1,the battery life is very bad and regret buying it.
176,5,I love my new iphone x it is better than I could asked for.
177,5,Best Buy was great in getting the phone set up and explaining the basics on how it works! Love the phone. It didn't take long to get use to the new features! I actually find them to be very user friendly.
178,5,I love this pretty iPhone design but I wish Apple make screen a little bit bigger.
179,3,"It will be a good phone soon, but as off now ? Not so much"
180,4,"Drop calls, hard to learn! Do love the bigger screen though. I’d wait a few months"
181,4,"The phone is very polished, although many functions have changed. It does take some getting used to!"
182,3,"good phone. although i wish they didnt get rid of fingerprint scanner. also once the phone is unlocked it should take me straight to the home screen, instead i have to press the screen again."
183,5,great phone. face id is awesome and i do like not having the home button
184,5,"Love the speed and camera on this phone, a solid upgrade over previous model"
185,4,Got this phone for my daughter and she likes the size better then the 7 Plus that she had. This one is right in between the regular size and plus size. She also says the screen is really nice and seems better then her old phone. She still wishes she could charge the phone and plug in headphones at the same time though.
186,5,I have had the last 7 iPhones and this is the first time I was like wow what a difference. The screen is gorgeous and having no home button makes this I one handed phone. Love it
187,5,"This phone is just fabulous. I don't miss the home button at all. The facial recognition doesn't work as perfectly as I had hoped, but I am still giving it 5 stars. You just have to be sure the phone is held up and aimed right at your face. I feel it is highly over priced really, but then again, it is a great product. I wouldn't consider any other phone but an iPhone."
188,5,Great phone ever best result best speed and awsm look
189,5,I didn't know how fast and easy to use could be until I had used this phone for a couple of weeks. Really like it!
190,4,"I have been an iPhone user since the first iPhone. I purchased this phone about an month ago and am still getting used to some of the new ways it works. I am very happy with the camera. It does well in low light and the quality of the pictures in general is outstanding. Although the phone covers most of the screen, I still find it smaller than the 6s I upgraded from. Facial recognition is a feature I really like. Swiping is talking me a little bit of time to get used to and I like it although it seems cumbersome when you want to fully close out an app. The method requires swiping up and stopping in the middle of the screen, then holding until a red -- appears in the corner of the app. You then have to click on the red -- to close each particular app. Overall, I like the phone but mainly because of the camera quality."
191,5,Best phone I ever owned by far the camera is incredible and Face ID is just genius.
192,5,"Love the new iPhone, I love the sleek design and the ease of use."
193,5,"Absolutely love it. Takes amazing photos in portrait mode. Screen is the best one Apple has produced to date, you have to see it to really appreciate how good it is. Love the fact that the footprint of the phone is barely bigger than a 6/7/8 but screen is bigger than the 6/7/8 plus."
194,5,"Its a great phone, i thought the notch would bother me but since i don't watch videos on it its fine. Little on the expansive side but its worth it."
195,5,Nice phone--it's always nice to upgrade and get the improved camera and features.
196,5,I upgraded from the iPhone 6s Plus. So far the battery is fantastic the speed is second to none. I I was skeptical about the facial unlock verses the fingerprint but I have to say I prefer the facial unlock over the fingerprint. No need to worry about taking your gloves off in the winter to unlock your iPhone! It’s amazing and I would highly recommend it.
197,5,Best camera in the market by far thanks mike for you help
198,3,Our son really likes this phone larger screen. Takes great pics
199,4,Not too much different from the plus iPhone. Bigger screen
200,5,I like the iPhone X. I came from using an iPhone 6 16gb that was recently plagued by the apple update “slow down”. Nice phone operates well. Good camera.
201,5,"The Screen looks amazing, it’s much faster than my iPhone 7, great phone."
202,5,I love the new iPhone X. It has facial recognition and lots of other cool functions that are not available on the other iPhones. I have also discovered some apps that are specifically for the iPhone X. I have noticed the battery life is great.
203,5,LOVE LOVE LOVE my new phone. Upgraded from the iPhone 6 Plus 64gb to the iPhone X 256gb. Love the face ID. Took about 2 days to get fully used to not having a home button anymore.
204,5,Not a bad phone. New faceid needs to be improved. Display are good. My wife wanna a bigger screen.
205,5,"I was hesitant about spending the money for the X, but figured I use my phone more than any other device in life, so might as well splurge. This thing is fantastic. The facial recognition log in is excellent - I don't even think about the phone pulling up at all any more. It just opens. Battery life is excellent as well as speed. Good job Apple and good deal Best Buy."
206,5,It’s a awesome phone lot you can do with it fun time
207,5,But love the size of my phone so that’s a good thing.
208,5,I like the iPhone X. Not noticing significant difference between iPhone 7 vs X with speed however face rec. feature ruined saving!!
209,4,Very good iPhone so far! At first it was difficult to control but got hang of it within a month.
210,5,Took a while to get use to not using the Home button
211,5,Great phone. The camera takes excellent photos. The best iPhone yet.
212,5,Great screen size but the act phone is still a good size to hold in one hand. Takes a little getting used to the new no button format but no regrets yet.
213,5,I love the improvements apple made on this phone! Weird without the home button but only took 3 days to get used to. Loving my new phone
214,5,Wanted to upgrade from I -phone 6 I am beyond Happy with my New Iphone X
215,5,"Wasn't planned to get a new phone, but so glad I did! Missed the home button at first, but not anymore. Camera on the phone is great and I enjoy the larger screen."
216,5,Phone has a great camera. Love the portrait mode .
217,4,"Love my new phone - just getting use to it, but do love the size!"
218,5,screen and pictures are amazing. Face Id doesn't work when it is darker. Battery last significantly longer.
219,5,screen and pictures are amazing. Face Id doesn't work when it is darker.
220,4,"Since the 6/6plus, the iPhone really hasn’t had too much progress in the way of updates... until now. The X is the most innovation in the iPhone in 3 generations of models. If you have waited to upgrade, this is the one."
221,5,"My last iPhone was the 6, so I was ready to upgrade and I have to say I LOVE my iPhone X. There were a lot of questions about Face ID, but after using my phone since launch, I can verify that it does work as simply as demonstrated. The feature I love the most however is the battery life. I always felt the Plus iPhones were too large for my pockets and grip, but this one is just right - and b/c of the midway size increase, the battery life with average use lasts me up to 2 days between charges. That means the battery should last twice as long! FYI I replaced my iPhone 6 battery after about 2 years, so this is a great deal. Strongly recommended! Best iPhone yet!!! Plus the Animoji's are hilarious -- if you want a laugh check out #animojikaraoke on twitter ;)"
222,5,This phone is very nice and very fast. Love the face recognition feature. Definitely worth paying the extra money upgrade.
223,5,My second year of using a IPhone and I love it! The camera is amazing and I love how smaller it is compared to the 7 plus!
224,5,I’m still on the fence about the whole not having a home button and since I wear glasses I had to turn down the sensitivity of the face recognition so I wouldn’t have to take my glasses each time to unlock my phone. But other then that I absolutely love the sleekness of the phone and before I had the iPhone 6s Plus so I have to say it runs faster and I’ve had no issues with it to make me wish I would of bought the 8. After going to Apple I don’t think I could handle going back to any kind of android since my car links up to the iPhone with such ease. Super happy with my purchase.
225,5,"I have no complains about my new phone. Definitely, I can recommend it to buy."
226,3,"I regret switching my plus model for the x, not worth it."
227,4,"Great size, fast and simple to adjust and use. Lacks advanced settings and functions almost to simple for the price."
228,5,"The fact that it did not have a home button made me not want to buy it at first, but all the extra features are so worth it."
229,5,The size and value is a great sweet spot for plus users that were annoyed about carrying such a large phone.
230,5,"I replaced an iphone 6+ with a new iphone X this weekend and the experience was outstanding. Not only did they provide top dollar in bestbuy credit for the replacement phone but we got an excellent deal on a case. The bestbuy representative did everything required to setup and transfer all our apps, media, etc. It takes about an hour but we walked out with a new phone, case and some extra credit on a best buy rewards card. Shopping at Apple or a carrier is not as forgiving as shopping at BestBuy. Thank you and great job."
231,5,Definitely a good phone Apple has done a great job
232,5,"Went in to purchase the 8 Plus, but glad that I decided to get the X. The camera is amazing, love the face ID and other security features!"
233,5,Started getting really warm when using the Arlo app overnight but after the recent updates it was fixed.
234,5,"this case does not add up much bulk to the phone and it protect it all around, i have drop it several time and not a scratch to the phone yet"
235,5,best iphone so far... easy to use and only complaint is no bluetooth headphone included
236,5,"As a nurse, I’m constantly washing my hands... so fingerprint access wouldn’t work. Now I can log on in the dark at night, pruny wet fingers. Love the 256 gb, the full screen!"
237,5,"Had the iPhone 7 plus, which was great!! However the size of the 10 is much better for me. Screen is amazing and the overall performance is amazing. Very happy with this phone."
238,5,Works great I would recommend to some one else. Good help at dtore
239,5,I love how easy this phone is to use and gave recognition is awesome
240,5,Love the iPhone X. I’ve had the 6 for a long time I was ready for a change. The only trouble I noticed was when I try to open an app it take a few tries like as if my it’s not feeling my finger there. Other then that so far I like it.
241,5,No issues or complaints. woks well as with most i phones
242,5,My initial hesitation to wait was too cautious. This is a great phone. Facial recognition is fantastic.
243,5,"Got this for my wife, she loves it. The animojis are fun, and overall great fast phone."
244,3,I’ve had an iPhone since the 3G and even though this is the newest and greatest it’s not all that. I got it for my wife to replace her iPhone 6 and we almost returned it. Screen is nice and it’s fast but there is a lot she doesn’t like about it. I don’t even like to use it. We almost returned it for the 8plus but wound up keeping it. I’d wait for the next one with some modifications.
245,5,"Haven’t had phone long, but it works great so far. The camera is very nice."
246,5,Moved up from a 6S and find the X to be easy to hold and use.
247,5,The iPhone X is the most powerful beautiful phone they have ever created. Not having a home button is not even an issue since you get so use to how fast using the home bar is.
248,1,"I wanted an unblocked, without carrier... when got back to Brazil, found out that it is blocked. Don't recommend it to any foreigners."
249,5,I have had this phone for two months. I have not had any issues.
250,5,Had it for two months and have not had any issues.
251,5,I have to leave my phone in my vehicle when I'm at work and the cold used to kill the battery on my IPhone 6. The cold doesn't kill the battery on the IPhone X
252,5,"I like very much to buy at Best Buy, great products portfolio and good services offered, Laudalio."
253,5,Can’t say enough about how great the iPhone X is. I was skeptical about Face ID at first (which I feel most people are) but it works far better than I expected. I actually like it better than Touch ID. Awesome job apple!
254,1,It slowed down on day 3! The battery life is poor and getting worse. Phone hates the cold!
255,5,This was a great deal and Present for my wife...She loves it!
256,5,The size with a big screen did it for me. After using my 7plus for a year this one got me because of the size the speed was not bad too.
257,5,A great device it it has a lot of nee features that make this a great device
258,5,"I bought it for my daughter for Christmas. She loves it! As far as performance, I don't know. I don't use it."
259,5,"I purchased this for a gift for Christmas, and they loved it!"
260,5,Happy with my upgrade. Was looking for a new phone for awhile and the Iphonex was what I needed.
261,4,"I don't know why the number 9 was skipped, but this phone has a great size. Very sleek and fast. I've had issues with faceID to unlock the phone, sometimes the clock and widgets would disappear and you see nothing but your wallpaper. I don't know if it's the phone or the iOS itself. It operates really fast, though. I'll admit that I kinda miss the home button and powering off with just one button. Yes, that's right. You have to power it off with 2 buttons."
262,5,"Had 2 Samsung Note 3’s for the last 4 years, never had a problem with either one but decided it was time to upgrade. Chose 2 iPhone X’s 256GB. All we can say is WOW! Bye bye Samsung, hello iPhone. Like having a pocket size IPad Pro"
263,5,Great product. Much light and easier to use than previous models. Best iPhone upgrade by Apple so far
264,5,It is by far their best phone. I was concerned about face recognition but I actually love it. The new features take some getting used to but worth it. Oh and the cameras are amazing.
265,5,Phone is great. Take a minute to get used to no home button. Like the phone a lot.
266,5,Great addition to the Apple lineup. The smoothest UI I’ve ever used on a smartphone. Just hope they design an XL next year.
