,stars,comments
33,5,"Great phone! Everything that advertisements had promised. Fast with a beautiful display, and a really high quality camera."
34,5,Bought it as a Christmas gift and the person loved it.
35,4,"I like the total size of this, always felt my plus was just too big so the X is great since it’s smaller but the screen is Larger than the plus. Having no home button took getting used to and sometimes it’s annoying the the face lock doesn’t work if your laying down. If the latest tech isn’t a big priority for you I would get this. The price of it is NOT justified by the new features, although the battery life of it is great, like really great. Lasts me till bed time and I take it off the charger around 6am every day"
36,5,Upgrade my iPhone 6 to the iPhoneX and its such a big difference!! Great pictures and very fast running.
37,5,"The iphone x is awesome. I really like the face recognition. In my opinion, it is better than the finger print and quicker, especially if you are holding other things."
38,5,"Yes, the price is high... but the phone performs beautifully and the screen is amazing!"
39,5,I thought I would struggle without the home button but I got use to it within 2 minutes. Love this phone.
40,5,"It’s difficult to put in words,The Intuitive Comfortability and Amazing Hands On Experience of the iPhone X - An Absolute Marvel....!"
41,5,Apple finally gave us something different and this phone is a beast.
42,5,I’ve had about every iPhone since the 3GS days and this is def the best one yet! It was def time for a refresh in design and this is the best device for one handed use with a 5.8 inch screen I’ve seen yet!
43,5,"Never had a Apple device, won’t ever go back to galaxy"
44,5,Camera is amazing but charging is slooooooooooooow.
45,5,My wife and I both upgraded our phones to the iPhone X. I switched back to iPhone from a Samsung Galaxy S7 Edge and am very happy. The screen is bigger than on my S7 edge but the phone is smaller. The lack of a home button is easy to get used to and the facial ID for security is great!
46,5,"This phone lives up to all I expected and more. I am still exploring what all it does, but at this point I am very pleased. It is quick, the screens are crisp & clear, the sounds very nice. A great jump up from my iPhone5."
47,4,"Very nice, new design, bigger screen and face recognition technology."
48,5,Upgraded from the 7 to the X and this is so a cool phone. Features are amazing.
50,5,So far so good. No problems as of yet. Everything works as it should
51,5,Upgraded to the X from a six. Have to get used to the new features and not having a home button. But works well. Camera is an upgrade.
52,4,Awesome screen.awesome camera.the best iPhone yet.
53,5,iPhoneX 256 gb is by far my favorite iPhone to date. It was easy to adjust to the new gestures right away and had no problem at all with transitioning away from the classic home button as many fear. I highly recommend iPhoneX 256 to anyone.
54,1,the battery life is very bad and regret buying it.
55,5,I love my new iphone x it is better than I could asked for.
56,5,Best Buy was great in getting the phone set up and explaining the basics on how it works! Love the phone. It didn't take long to get use to the new features! I actually find them to be very user friendly.
57,5,I love this pretty iPhone design but I wish Apple make screen a little bit bigger.
58,5,"It’s basically a more badass iPhone than the previous models. You want the latest and greatest, get the iPhone X. Face ID is just one of the many features that I personally love."
59,5,"I love the phone, the features I am still learning how to navigate but not much difference. The transfer of data was so easy, it was amazing. The whole face recognition, i love that to unlock the phone. Looking forward to what else this phone can do."
60,3,"It will be a good phone soon, but as off now ? Not so much"
61,4,"Drop calls, hard to learn! Do love the bigger screen though. I’d wait a few months"
62,4,"The phone is very polished, although many functions have changed. It does take some getting used to!"
63,3,"good phone. although i wish they didnt get rid of fingerprint scanner. also once the phone is unlocked it should take me straight to the home screen, instead i have to press the screen again."
64,5,The best iPhone I am glad I made the switch fast pictures are great love it.
65,5,Great phone upgraded from the 6 easy to use have to get adjusted to having no home button
66,5,I love it this phone its very nice
67,5,I’m totally in love with this iPhone X
68,5,great phone. face id is awesome and i do like not having the home button
69,3,Very small phone. Nice display (aside from the stupid notch). Battery life not great. Lack of home button was awful. I felt like it was extra steps just to close apps. Good camera.
70,5,"Love the speed and camera on this phone, a solid upgrade over previous model"
71,4,Got this phone for my daughter and she likes the size better then the 7 Plus that she had. This one is right in between the regular size and plus size. She also says the screen is really nice and seems better then her old phone. She still wishes she could charge the phone and plug in headphones at the same time though.
72,5,I have had the last 7 iPhones and this is the first time I was like wow what a difference. The screen is gorgeous and having no home button makes this I one handed phone. Love it
73,5,"This phone is just fabulous. I don't miss the home button at all. The facial recognition doesn't work as perfectly as I had hoped, but I am still giving it 5 stars. You just have to be sure the phone is held up and aimed right at your face. I feel it is highly over priced really, but then again, it is a great product. I wouldn't consider any other phone but an iPhone."
74,5,Great phone ever best result best speed and awsm look
75,2,"The swipe down from upper right of the screen is the main change i don't appreciate. The volume in maximum mode is WAY too loud. I have anxiety and jump when my phone goes off if its at max volume. The change from ""Wednesday"" to ""Wed"" on the calendar app icon is not necessary. And why isn't there an AM or PM for the time while I'm in the phone? The absence of a headphone jack is depressing."
76,5,"Didn’t think that I would like this phone when I first got it but I so love it now. Still getting use to the size. Much small than my IPhone6s plus,"
77,5,I didn't know how fast and easy to use could be until I had used this phone for a couple of weeks. Really like it!
78,4,"I have been an iPhone user since the first iPhone. I purchased this phone about an month ago and am still getting used to some of the new ways it works. I am very happy with the camera. It does well in low light and the quality of the pictures in general is outstanding. Although the phone covers most of the screen, I still find it smaller than the 6s I upgraded from. Facial recognition is a feature I really like. Swiping is talking me a little bit of time to get used to and I like it although it seems cumbersome when you want to fully close out an app. The method requires swiping up and stopping in the middle of the screen, then holding until a red -- appears in the corner of the app. You then have to click on the red -- to close each particular app. Overall, I like the phone but mainly because of the camera quality."
79,5,Best phone I ever owned by far the camera is incredible and Face ID is just genius.
80,5,"Love the new iPhone, I love the sleek design and the ease of use."
81,5,"Absolutely love it. Takes amazing photos in portrait mode. Screen is the best one Apple has produced to date, you have to see it to really appreciate how good it is. Love the fact that the footprint of the phone is barely bigger than a 6/7/8 but screen is bigger than the 6/7/8 plus."
82,5,"Its a great phone, i thought the notch would bother me but since i don't watch videos on it its fine. Little on the expansive side but its worth it."
83,5,Nice phone--it's always nice to upgrade and get the improved camera and features.
84,5,I upgraded from the iPhone 6s Plus. So far the battery is fantastic the speed is second to none. I I was skeptical about the facial unlock verses the fingerprint but I have to say I prefer the facial unlock over the fingerprint. No need to worry about taking your gloves off in the winter to unlock your iPhone! It’s amazing and I would highly recommend it.
85,5,Best camera in the market by far thanks mike for you help
86,3,Our son really likes this phone larger screen. Takes great pics
87,4,Not too much different from the plus iPhone. Bigger screen
88,5,"So many great things about iPhone X. I debated upgrading, but am so glad that I did. I’d recommend this phone to anyone who is looking to upgrade or switch from an android."
89,5,I like the iPhone X. I came from using an iPhone 6 16gb that was recently plagued by the apple update “slow down”. Nice phone operates well. Good camera.
90,5,"The Screen looks amazing, it’s much faster than my iPhone 7, great phone."
91,1,"The phone is larger than all previous iphones, however the screen is more narrow. When I watch landscape video, the screen size expands until it either hits the top and bottom, or the sides, or both (this is normal function), in landscape the video expands until it hits top and bottom and leaves over a 1/2"" of dead screen on each side. this means I am looking at a screen the same size as an old iphone 3 or something. it really really stinks. the narrow screen and resultant small landscape video size is a deal breaker. they can have it back. everyone I show this to is stunned."
92,5,"This phone is all you have come to expect from Apple. It’s all about the screen and it takes great photos too, which was important to me. MYER staff went over and above to get this phone to me from interstate in a matter of days. Very happy customer :-)"
93,5,"firstly, it looks superb (as you'd hope for this much £), but the functionality is brilliantly as well. The lack of home button took all of a few goes to get used to and the facial recognition works very well - added quirks such as keeping your lock screen notifications confidential until it see's your face are impressive. obviously this is a huge amount to fork out on a phone but i expect this to be an investment for the next 4 years or so."
94,5,I love the new iPhone X. It has facial recognition and lots of other cool functions that are not available on the other iPhones. I have also discovered some apps that are specifically for the iPhone X. I have noticed the battery life is great.
95,5,LOVE LOVE LOVE my new phone. Upgraded from the iPhone 6 Plus 64gb to the iPhone X 256gb. Love the face ID. Took about 2 days to get fully used to not having a home button anymore.
96,5,"I’ve always been an iPhone guy Pretty much had an iPhone all the way through the 6. This one though (the X) is awesome The camera alone is on point. No more home button though, but like my boy Forest said “One less thang”. I love it."
97,5,I’ve only owned the phone for a week and so far so good. The camera on the phone is a big step up from my 6s and there is a very noticeable improvement in battery life.
98,4,"I think for the price that you pay for the phone, Apple in my opinion did not change much to warrant the excessive amount that they want to purchase the phone. I should have just got the iPhone 8 or 7."
99,1,Not happy with iPhone X and setup
100,5,The new iPhone X is more just a great phone. AT&T paired with the iPhone X it almost like the two are a step ahead and ready for your next need.
101,5,Been an iPhone user since the beginning and now it’s even better than before. Enjoying the new features and cool gadgets that it came with. Worth the purchase.
102,5,Not a bad phone. New faceid needs to be improved. Display are good. My wife wanna a bigger screen.
103,2,I’m surprised it didn’t have better features. I switched from the galaxy s8 to the iPhone X and the galaxy had bed features and was way more customizable.
104,4,"I will start by saying I have been a user of the iPhone since iPhone 4. I have upgraded every year. That said, the X is the best looking iPhone yet by far. It does crush the competition. HOWEVER, I feel APPLE released this phone too early and there aren't many advantages to purchasing this phone over the normal 8/8 plus. In fact, I am returning my X very soon. Why? The big sell on the X is the facial recognition/technology in the forward facing camera. When looking at the screen, the picture quality is improved. The studio lighting mode is also a great feature! really neat, yet underdeveloped. Depending on your lighting in the room, this isn't the best, could have been better. Further, the OLED screen is intense! It is amazing clarity, however, many apps including youtube, Facebook, and Nest, etc. haven't updated their (video or photo) screen size to fit the phone fully yet. What I mean by that is, some apps wont come around until probably 6 months into the process. As to facebook and youtube, the resolution is exactly the same so why have it if you cant utilize it 100 percent of the time. Furthermore, I just found out they are releasing an X plus this year. By that time, it will be more perfected. I think I will wait for some improvements. Again, not a bad phone by any stretch, but the same processor, same camera, similar battery, same wireless charging, and they CHANGED THE HOME BUTTON>>>> frustrating....anyway....hope this helps someone."
105,3,Processor sucks after a week
106,5,The new iPhone X is a beautiful clean bright design. The new display is gorgeous. The new functions are intuitive. Battery much better.
107,5,"I was hesitant about spending the money for the X, but figured I use my phone more than any other device in life, so might as well splurge. This thing is fantastic. The facial recognition log in is excellent - I don't even think about the phone pulling up at all any more. It just opens. Battery life is excellent as well as speed. Good job Apple and good deal Best Buy."
108,5,The is a very nice phone and im glad I upgraded.. camera and battery life is great but i do feel my phone service and internet is slow
109,5,I am enjoying this new phone. The safety features of the facial recognition is truly awesome. I highly recommend purchasing this one.
110,5,It’s a awesome phone lot you can do with it fun time
111,1,Not happy with the polity of the phone and what its potential shielding the hype is over ratef
112,5,I purchased the IPhone X and an IPad. That was the best deal ever. I walked away with not only my IPhone but also an IPad which is what I had been wanting for a while now. I love it
113,5,Simply amazed with my iphone x battery life is amazing smooth running and just in awe
114,5,I love my IphoneX ! I think its the best investment I have made.
115,5,Excellent product and It easy to used it
116,5,Excellent product and easy to used it
117,5,I love it! The phone picture quality is so awesome.
118,2,I am going to return it and get the 8 the only difference about this phone is the home button is gone and the facial recognition. Since I am use to the the Plus this phone is also too small.
119,5,I absolutely love my iPhone X. It’s the best iPhone yet!
120,5,"So far I’m pleased with my phone, display and features."
121,3,the brightness is terrible. Not light enough
122,5,I love it!!! Love the camera.
123,5,Best upgrade to the iPhone X! Face recognition is fantastic. Best screen and audio of any iPhone!
124,5,I usually don't write reviews and how this helps someone out. I've had iPhones since the very first one and battery life has always been the biggest issue for me as I use my phone all day for work. But the iPhone X has an incredible battery life. Now I can use the phone all day and at midnight still have around 30-40%. That alone justifies the price these things cost these days!!
125,5,I love everything about it. There is a learning curve but I'm getting used to it. I am terrified to drop it though.
126,3,"So to start with, don’t get me wrong, it’s a beautiful phone. However, for the price point, it was way overpriced. If you have an iPhone 7 or 7+ then truly the upgrade is not worth it I had an issue with my 7+, but I wasn’t real happy with, so this was a forced upgrade. So quite frankly, I don’t think it’s worth enough bread for my iPhone 7 or iPhone 7 Plus. I would probably wait a year."
127,3,"I don’t think it’s worth the money. I’ve had it for about a week and it’s still updating my information on it (music, etc). The camera is better than the others but not as great as it’s advertised."
128,5,"This is the best iPhone yet, I love the Face ID. My son had one 1st, once I saw his I had to order mine."
129,5,I bought this iPhone X for myself and it is super great!!!! I upgraded from iPhone 6p and you can really see the difference in speeds. The menus change very quickly and the 4k ultra on the video is fantastic.I like the full screen across the phone as well. You cannot go wrong with this iPhone.
130,5,AT &T delivered the Iphone X less then 48h. I used the app to buy the phone and the experience was amazing. About the phone? It is an Apple of course. I am so impressed with the phone.
131,5,I really like my new iPhone X I couldn’t ask for better.
132,5,"I’ve had iPhones for past 10-11 years and this is by far, the best one! It has beautiful resolution, easy touch screen, incredible pictures, everything is flawless. Siri is much better than ever. I am in love and recommend this phone to all!!"
133,5,But love the size of my phone so that’s a good thing.
134,5,Perfect size phone excellent perfect is all I can say
135,5,"I went from the 7 Plus to the X and it took a little while to get adjusted to the smaller overall size especially the keyboard. However, the device itself is smooth, the response is excellent and it appears to process data, etc pretty quickly. This phone would be perfect if they made it in the Plus size but overall, I like it alot so far."
136,3,"It’s okay. Trying to get used to not having the home button. Face recog is nice, but haven’t noticed much else that’s better than the 6sPlus I had."
137,5,Easy to learn! Love everything about the phone!
138,4,So far it's been an amazing device. I'm personally an Android person but my fiancee is in love with his new phone !
139,2,"I've had iphones since the 4. This is the first time I have ever strongly disliked an iphone. The face recognition is absolutely awful. If you're wearing polarized sunglasses, as I do quite frequently living in California, it won't recognize my face. I have to tap the screen several times for it to ""fail"" so I can get to the passcode screen. Waking up with my face half in a pillow, same thing. I can't just easily touch my phone to unlock it anymore. I was also super excited for the the battery life of a new phone. Nope, this phone doesn't hold battery very well at all. About as well as my 7plus was when it was going down hill. After almost a month of the X, I think its safe to say that there is no way I will be able to deal with this for a whole year. I'm switching to the 8 plus. Face recognition was by far the worst thing apple has come out with yet."
140,5,I like the iPhone X. Not noticing significant difference between iPhone 7 vs X with speed however face rec. feature ruined saving!!
141,4,Very good iPhone so far! At first it was difficult to control but got hang of it within a month.
142,5,Took a while to get use to not using the Home button
143,5,Great phone. The camera takes excellent photos. The best iPhone yet.
144,5,Great screen size but the act phone is still a good size to hold in one hand. Takes a little getting used to the new no button format but no regrets yet.
145,5,I love the improvements apple made on this phone! Weird without the home button but only took 3 days to get used to. Loving my new phone
146,5,Wanted to upgrade from I -phone 6 I am beyond Happy with my New Iphone X
147,5,"Wasn't planned to get a new phone, but so glad I did! Missed the home button at first, but not anymore. Camera on the phone is great and I enjoy the larger screen."
148,5,Phone has a great camera. Love the portrait mode .
149,5,This phone just topped all phone out there with cool new features and thin slick design.
150,4,"Love my new phone - just getting use to it, but do love the size!"
151,5,screen and pictures are amazing. Face Id doesn't work when it is darker. Battery last significantly longer.
152,5,screen and pictures are amazing. Face Id doesn't work when it is darker.
153,4,"Since the 6/6plus, the iPhone really hasn’t had too much progress in the way of updates... until now. The X is the most innovation in the iPhone in 3 generations of models. If you have waited to upgrade, this is the one."
154,5,"My last iPhone was the 6, so I was ready to upgrade and I have to say I LOVE my iPhone X. There were a lot of questions about Face ID, but after using my phone since launch, I can verify that it does work as simply as demonstrated. The feature I love the most however is the battery life. I always felt the Plus iPhones were too large for my pockets and grip, but this one is just right - and b/c of the midway size increase, the battery life with average use lasts me up to 2 days between charges. That means the battery should last twice as long! FYI I replaced my iPhone 6 battery after about 2 years, so this is a great deal. Strongly recommended! Best iPhone yet!!! Plus the Animoji's are hilarious -- if you want a laugh check out #animojikaraoke on twitter ;)"
155,5,This phone is very nice and very fast. Love the face recognition feature. Definitely worth paying the extra money upgrade.
156,5,"At first sight, the well known notch design appears to be highly unattractive. However, once the device is in hand, you begin to notice it less often. The fact that one can hold their smartphone in one hand again without sacrificing screen real estate is fantastic! The new iphone X feels and is premium all around! The new OLED display provides a rich and vibrant viewing experience without emitting overly saturated colors, camera technology is out of this world, speed is completely insane, and the battery life is much better than expected! Sure, the iphone X isn't perfect in every way possible but is indeed a step in a new direction; revolutionary. This is by far the best iphone to date and I'm sure it's only going to keep getting better! -Harmonious"
157,4,"So, this is the first IPhone I have purchased that I didn’t love. I had the 6 Plus before upgrading to this phone and I miss my 6 Plus (I gave it to my son). I heard such amazing things about this phone but the only real amazing thing I like about it is the face recognition. It really works 99% of the time and when it doesn’t, it is usually because I don’t have it up to my face properly. OH, the camera is pretty amazing too. I’ve realized that I miss the home button also. I don’t care for how the software works without the home button. Maybe if the iPhone X were the same size as the 6 Plus I would like it better because I do like the bigger screen on the 6 plus. Maybe that is next."
158,5,My second year of using a IPhone and I love it! The camera is amazing and I love how smaller it is compared to the 7 plus!
159,5,I’m still on the fence about the whole not having a home button and since I wear glasses I had to turn down the sensitivity of the face recognition so I wouldn’t have to take my glasses each time to unlock my phone. But other then that I absolutely love the sleekness of the phone and before I had the iPhone 6s Plus so I have to say it runs faster and I’ve had no issues with it to make me wish I would of bought the 8. After going to Apple I don’t think I could handle going back to any kind of android since my car links up to the iPhone with such ease. Super happy with my purchase.
160,5,"I have no complains about my new phone. Definitely, I can recommend it to buy."
161,3,"I regret switching my plus model for the x, not worth it."
162,5,"This phone is SUPER fast. If you think it the phone will already complete the task. The touch screen is awesome and great display. I do NOT miss the home button at all. Face recognition is SUPER fast and more reliable than finger print. The only issue is that you have to hold the camera just right for it to recognize facial id, however the only time this is an issue if the phone is on a desk or something."
163,4,"Great size, fast and simple to adjust and use. Lacks advanced settings and functions almost to simple for the price."
164,5,"The fact that it did not have a home button made me not want to buy it at first, but all the extra features are so worth it."
165,5,The size and value is a great sweet spot for plus users that were annoyed about carrying such a large phone.
166,5,"I replaced an iphone 6+ with a new iphone X this weekend and the experience was outstanding. Not only did they provide top dollar in bestbuy credit for the replacement phone but we got an excellent deal on a case. The bestbuy representative did everything required to setup and transfer all our apps, media, etc. It takes about an hour but we walked out with a new phone, case and some extra credit on a best buy rewards card. Shopping at Apple or a carrier is not as forgiving as shopping at BestBuy. Thank you and great job."
167,5,Definitely a good phone Apple has done a great job
168,5,"Went in to purchase the 8 Plus, but glad that I decided to get the X. The camera is amazing, love the face ID and other security features!"
169,5,Started getting really warm when using the Arlo app overnight but after the recent updates it was fixed.
170,5,"this case does not add up much bulk to the phone and it protect it all around, i have drop it several time and not a scratch to the phone yet"
171,4,"Even though I was not going to purchase the X, my 6s died. I’m happy now due to the larger storage capacity and larger screen with smaller footprint. Only problem is all my earphones are now unusable with this phone without the adapter."
172,5,best iphone so far... easy to use and only complaint is no bluetooth headphone included
173,5,Best display best camera best processor best software best App Store
174,5,"I am absolutely thrilled with this phone! I was a little hesitant at first - converting from an iPhone 7, but the lack of a home button has been no problem at all! It is super easy to use, the camera is phenomenal, and there are lots of neat little features I continue to discover! I would recommend this phone to anyone considering an upgrade! The larger screen is amazing!"
175,5,This IPhone is great enjoying the easy usage with the facial recognition feature
176,5,"Where do I start? The ten is here and it lives up to its name. The facial recognition feature is a determined leap forward in iPhone security, as surely as the iPhone 5 was with its (then) revolutionary thumb scanner. The elimination of the home button will take some time to adjust to, but adjust you will. The downside of the upswipe to switch from open apps and windows is that to close them becomes a three step process. First the swipe up to view them all, then the depressing of one to prepare some (or all) to close, then finally depressing the red dot close tabs on the corners of the windows. This is at least one step too long, and something I expect the engineers at Apple to rectify in the future. As for the camera, you get what you pay for (in this case, handsomely) from Apple. And, as always, it is nothing short of the current state of the art. The iPhone X has set a new standard in how to deploy pictorial splendor from your pocket. The photos and videos you will record are absolutely breathtaking. This is quite simply the new bar that all other smart phone cameras will be judged by. The portrait mode is in a class by itself. Also included is an updated Clips app that now boasts some augmented reality for your enjoyment. As one would expect, there will come a time when this current incarnation is revealed to be crude and ancient, but for now, it’s quite satisfying. The screen size, is just large enough to take advantage of the superior camera the ten boasts, but still respectful of the constraints of the pockets most of us will be fishing this device in and out from. While the price is extraordinarily steep, it is a worthy successor to Apple’s rich history in setting the standard in smart phones. The X is here. It is a ten."
177,5,"As a nurse, I’m constantly washing my hands... so fingerprint access wouldn’t work. Now I can log on in the dark at night, pruny wet fingers. Love the 256 gb, the full screen!"
178,5,Very impressed thought I would miss the home button but not at all!!!! By far the best phone I have ever had. Was scared because of bad reviews but they were all wrong! Great phone
179,5,"Had the iPhone 7 plus, which was great!! However the size of the 10 is much better for me. Screen is amazing and the overall performance is amazing. Very happy with this phone."
180,5,Works great I would recommend to some one else. Good help at dtore
181,5,I love how easy this phone is to use and gave recognition is awesome
182,5,Love the iPhone X. I’ve had the 6 for a long time I was ready for a change. The only trouble I noticed was when I try to open an app it take a few tries like as if my it’s not feeling my finger there. Other then that so far I like it.
183,5,No issues or complaints. woks well as with most i phones
184,5,My initial hesitation to wait was too cautious. This is a great phone. Facial recognition is fantastic.
185,5,"Got this for my wife, she loves it. The animojis are fun, and overall great fast phone."
186,3,I’ve had an iPhone since the 3G and even though this is the newest and greatest it’s not all that. I got it for my wife to replace her iPhone 6 and we almost returned it. Screen is nice and it’s fast but there is a lot she doesn’t like about it. I don’t even like to use it. We almost returned it for the 8plus but wound up keeping it. I’d wait for the next one with some modifications.
187,5,"Haven’t had phone long, but it works great so far. The camera is very nice."
188,5,Moved up from a 6S and find the X to be easy to hold and use.
189,5,The iPhone X is the most powerful beautiful phone they have ever created. Not having a home button is not even an issue since you get so use to how fast using the home bar is.
190,1,"I wanted an unblocked, without carrier... when got back to Brazil, found out that it is blocked. Don't recommend it to any foreigners."
191,5,I have had this phone for two months. I have not had any issues.
192,5,Had it for two months and have not had any issues.
193,5,I have to leave my phone in my vehicle when I'm at work and the cold used to kill the battery on my IPhone 6. The cold doesn't kill the battery on the IPhone X
194,5,"I like very much to buy at Best Buy, great products portfolio and good services offered, Laudalio."
195,5,Can’t say enough about how great the iPhone X is. I was skeptical about Face ID at first (which I feel most people are) but it works far better than I expected. I actually like it better than Touch ID. Awesome job apple!
196,1,It slowed down on day 3! The battery life is poor and getting worse. Phone hates the cold!
197,5,This was a great deal and Present for my wife...She loves it!
198,5,The size with a big screen did it for me. After using my 7plus for a year this one got me because of the size the speed was not bad too.
199,5,A great device it it has a lot of nee features that make this a great device
200,5,"I bought it for my daughter for Christmas. She loves it! As far as performance, I don't know. I don't use it."
201,5,There is nothing like this of course. No home button was interestiat first but I get used to it real fast. Face ID is fun too
202,5,"The I-phone X is amazing! Love all of the features as well as the camera. Since I was don’t paying off my previous phone (I-phone 6) I figured I would get the 8. But after I saw the X and what it could do, I just knew I had to have it. Glad I made the purchase."
203,5,"This is by far the best phone I have ever purchased. I was hesitant at first due to the removal of the home button but I was wrong. It took all of one afternoon and I was navigating ios faster than ever. Battery Life rocks and FaceID is spot on. You will not regret purchasing the iPhone 10. Dennis Garrison and Paige Cecil delivered unparalleled customer service. If you want a great shopping experience go to the Greenwood Mall in Bowling Green, KY!"
204,5,"Great reaction on calls, photos files ,I like announcing calls."
205,3,The phone is ok. I guess I don’t use all the features so I’m not seeing what all the hype is about
206,5,I used sales normally but this phones Camer is so good I’m ok leaving my camera at home for quick snapshots.
207,5,I have been really pleased with the improved camera! I am surprised by how much I like the removal of the home button. Best iPhone to date.
208,5,"Love the Face ID. It works with sunglasses, in the dark. But the greatest feature is with opening apps with the Face ID security. The speakers are great to and it all works flawlessly with my Apple Watch and AirPods."
209,5,I-Phone X is the phone to have. Facial recognition works perfectly. Never had a problem with this phone.
210,5,"A Xmas gift for my girlfriend. She seems to love it, especially the camera quality."
211,5,Works as advertised. Wouldn’t trade it for all the Samsung’s in he world
212,5,"I have had an iPhone since they first came out, the iPhone X is easy to maneuver around and very similar to the rest of the iPhones just with upgrades and better camera options."
213,5,I really like my new iPhone X. It is so much faster than my iPhone 6.
214,5,The camera is one of the best. The battery life is amazing and I like the smaller footprint compared to the plus variants.
215,5,Dont get stuck to buying from service providers use interest free financing via best buy no hassle and can use any carrier
216,5,Takes a little bit to get used to but a very welcomed change. This is second one I have bought. One for my son. He loves it too. No complaints at all
217,3,The camera is nice but the editing features are the same as the iPhone 6. The rest of the phone is pretty much the same as the iPhone 6 and the super display it’s supposed to have I haven’t really noticed a difference. Don’t upgrade if the phone you still have works. Mine died otherwise I probably wouldn’t have bought this phone. Kinda wish I had just had a new camera (that’s what broke) put into my old phone.
218,4,"Great new features, fantastic cameras. But as an iPhone user for years, no home button is crazy! But getting used to it...,"
219,5,I love the full screen on the iPhone X! It’s thin and not bulky. Highly impressed with Apple!
220,4,"Great phone but miss the finger print option to unlock the phone. If you’re laying down and your face is covered by your pillow, your phone won’t unlock"
221,5,I had never owned an iPhone before. It was time to upgrade so I went for the iPhone X. Figured I’d go for the best. It doesn’t disappoint. It is quite easy to use even without the home button. The facial recognition works great for me even in low light.
222,4,"I like the design and battery life, but still has some bugs that apple should fix in the next software updates."
223,5,Excellent Phone. Best Buy sell the phone that is not activated if you pay full price. The phone will be locked with the SIM card that you insert first - except if you use Verizon.
